Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Tata Safari,2016,3.22,19.18,136411,Petrol,Individual,Manual,0
Hyundai Verna,2022,5.24,7.8,41763,Petrol,Individual,Manual,0
Maruti S-Cross,2017,0.52,4.51,69247,CNG,Individual,Manual,3
Hyundai Creta,2015,1.88,9.8,116200,Diesel,Dealer,Manual,1
Audi A3,2024,28.46,29.02,500,Petrol,Dealer,Automatic,1
Hyundai Xcent,2015,3.52,12.07,103030,Diesel,Dealer,Manual,0
Chevrolet Spark,2024,3.16,3.2,1849,Petrol,Dealer,Automatic,1
Maruti Ertiga,2019,1.95,4.37,67927,Diesel,Dealer,Manual,1
Honda Brio,2004,0.37,16.66,318726,Petrol,Dealer,Manual,0
Maruti Wagon R,2017,1.57,7.88,121072,Diesel,Individual,Manual,1
Nissan Micra,2024,10.69,9.58,500,Diesel,Individual,Manual,1
Hyundai Tucson,2022,2.84,4.27,12772,Diesel,Individual,Manual,0
Volkswagen Jetta,2017,6.07,14.77,83866,Diesel,Dealer,Manual,0
Volkswagen Ameo,2017,1.48,8.06,75373,Petrol,Individual,Manual,1
Mahindra Bolero,2021,13.51,21.61,22670,Petrol,Dealer,Automatic,0
Tata Harrier,2023,14.55,20.07,7612,Petrol,Individual,Manual,1
Volkswagen Jetta,2012,1.27,10.89,207620,Diesel,Dealer,Automatic,1
Maruti S-Cross,2012,1.69,10.91,177474,Diesel,Dealer,Manual,0
Toyota Camry,2018,3.1,17.95,111571,Petrol,Individual,Manual,1
Tata Hexa,2011,0.57,12.17,212380,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2012,1.13,10.52,172115,Petrol,Dealer,Manual,0
Hyundai Verna,2018,4.56,15.14,80381,CNG,Individual,Automatic,0
Renault Triber,2015,0.98,4.85,92465,Petrol,Individual,Manual,0
Tata Tigor,2023,10.76,11.47,9007,Diesel,Dealer,Automatic,0
Mahindra Bolero,2022,4.32,6.6,14473,Diesel,Dealer,Automatic,3
Chevrolet Enjoy,2024,8.36,7.54,6473,Petrol,Individual,Manual,0
Tata Bolt,2012,1.46,19.72,152234,Petrol,Individual,Manual,0
Honda Jazz,2022,14.4,17.32,31168,Diesel,Individual,Manual,0
Hyundai Grand i10,2010,1.53,17.7,165594,Petrol,Dealer,Manual,0
Hyundai i20,2018,2.85,7.6,59567,Diesel,Individual,Manual,0
Maruti Swift,2011,0.48,10.08,131962,Petrol,Individual,Manual,1
Maruti Celerio,2023,7.7,10.98,5992,Petrol,Individual,Automatic,0
Chevrolet Cruze,2020,3.7,6.29,56208,Diesel,Individual,Manual,0
Honda CR-V,2021,6.56,13.24,27474,Petrol,Individual,Manual,1
Ford Freestyle,2019,7.48,18.11,71207,CNG,Individual,Manual,0
Tata Harrier,2019,8.59,20.29,80983,Petrol,Dealer,Manual,0
Toyota Etios,2016,1.87,8.3,130025,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2023,6.93,7.29,18401,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2023,13.31,14.66,15531,Petrol,Dealer,Automatic,1
Nissan Kicks,2018,2.02,8.7,82349,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,1.47,6.74,80774,Petrol,Dealer,Manual,1
Chevrolet Enjoy,2010,0.54,8.69,229382,Diesel,Dealer,Manual,1
Ford Freestyle,2010,0.21,6.35,157787,Diesel,Individual,Manual,3
Honda CR-V,2022,3.92,6.59,19618,Diesel,Dealer,Manual,3
Honda Amaze,2014,2.58,13.58,96939,Diesel,Dealer,Automatic,1
Hyundai Venue,2013,0.79,7.54,172591,Petrol,Individual,Automatic,0
Maruti Celerio,2004,0.15,4.27,225189,Petrol,Dealer,Automatic,0
Ford Endeavour,2004,0.24,6.16,186319,Petrol,Dealer,Automatic,0
Skoda Rapid,2020,5.76,12.42,42233,Petrol,Dealer,Manual,1
Toyota Innova,2018,11.34,32.09,94986,Diesel,Dealer,Manual,1
Hyundai i20,2019,4.44,9.2,52977,Diesel,Dealer,Manual,0
Mahindra KUV100,2016,2.55,14.93,118876,Petrol,Dealer,Manual,1
Hyundai Tucson,2024,8.12,9.28,500,Diesel,Dealer,Automatic,0
Tata Bolt,2024,7.56,6.83,500,Diesel,Dealer,Manual,1
Tata Tiago,2008,0.25,5.41,139027,Petrol,Individual,Automatic,0
Audi A3,2021,27.08,55.17,40770,Diesel,Individual,Automatic,0
Volkswagen Polo,2024,18.41,16.94,500,CNG,Dealer,Manual,0
Maruti Swift,2024,3.42,3.64,500,Petrol,Dealer,Manual,1
Hyundai i10,2017,4.15,16.99,91350,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2018,3.93,9.54,63284,Petrol,Dealer,Manual,0
Audi A3,2012,7.15,47.95,122723,Diesel,Dealer,Automatic,1
Toyota Etios Cross,2021,5.28,12.0,47586,Diesel,Individual,Manual,3
Hyundai Xcent,2017,4.36,17.35,111333,Petrol,Dealer,Manual,0
Tata Nano,2023,8.15,9.65,5151,Petrol,Individual,Manual,0
Toyota Innova,2024,25.35,34.16,8736,Diesel,Dealer,Manual,0
Ford Endeavour,2024,11.51,10.95,2257,Petrol,Dealer,Automatic,0
Hyundai Santro,2022,6.16,7.4,17484,Diesel,Dealer,Automatic,1
Skoda Kodiaq,2007,0.5,20.81,300555,Petrol,Dealer,Automatic,1
Volkswagen Tiguan,2022,4.81,7.3,20115,Diesel,Dealer,Manual,0
Honda Jazz,2021,12.98,23.73,59073,Petrol,Dealer,Manual,0
Maruti Wagon R,2022,6.44,10.79,9904,Diesel,Dealer,Manual,3
Maruti Wagon R,2019,4.14,10.43,60108,Petrol,Dealer,Manual,1
Maruti S-Cross,2024,4.76,4.16,500,Diesel,Dealer,Manual,0
Maruti Wagon R,2005,0.31,9.8,201792,Petrol,Individual,Manual,1
Hyundai Tucson,2018,3.8,9.14,73341,Diesel,Individual,Manual,0
Volkswagen Polo,2018,4.62,14.54,75603,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2022,4.48,6.43,31146,Petrol,Individual,Automatic,0
Honda CR-V,2016,1.03,5.94,92373,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2011,0.61,6.46,158875,Petrol,Dealer,Manual,0
Nissan Micra,2015,1.38,6.12,122531,Diesel,Individual,Manual,0
BMW 5 Series,2013,4.23,60.19,180165,Petrol,Individual,Automatic,1
Hyundai i10,2012,1.36,11.7,144970,Petrol,Dealer,Manual,0
Hyundai Creta,2017,3.23,14.42,59124,Petrol,Individual,Manual,1
Tata Hexa,2006,0.72,16.64,146893,Petrol,Dealer,Manual,3
Tata Bolt,2013,2.65,20.67,183427,Petrol,Dealer,Automatic,0
Mercedes-Benz S-Class,2019,32.15,74.9,35748,Petrol,Individual,Automatic,0
Maruti Alto,2015,2.7,9.3,126981,Diesel,Dealer,Automatic,0
Mahindra Thar,2003,1.16,19.72,202257,Diesel,Dealer,Automatic,0
Hyundai Elite i20,2023,12.8,14.15,13358,CNG,Individual,Automatic,0
Hyundai Creta,2015,2.13,9.67,108087,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2024,7.1,7.19,500,Petrol,Individual,Automatic,0
Nissan Sunny,2018,2.93,12.25,53531,Petrol,Individual,Automatic,1
Maruti S-Cross,2024,3.65,3.64,3479,Diesel,Dealer,Manual,0
Maruti Swift,2012,1.26,10.29,120135,Diesel,Dealer,Automatic,1
Ford EcoSport,2024,13.13,12.5,500,CNG,Dealer,Automatic,0
Toyota Etios,2016,3.16,32.42,100586,CNG,Dealer,Manual,3
Hyundai Creta,2006,0.2,5.17,173347,Petrol,Dealer,Manual,1
Ford Figo,2023,7.25,8.78,9352,Diesel,Individual,Manual,3
Maruti Celerio,2010,0.74,9.21,182943,Diesel,Dealer,Automatic,1
Toyota Yaris,2012,1.15,28.39,184815,Petrol,Dealer,Automatic,3
BMW X5,2019,18.02,60.19,52765,Diesel,Individual,Automatic,3
Renault Kwid,2018,3.12,7.58,71894,Diesel,Dealer,Manual,0
Toyota Corolla,2008,0.83,30.59,280931,Petrol,Individual,Manual,0
Maruti S-Cross,2020,3.88,10.35,60731,Diesel,Dealer,Manual,3
Tata Nexon,2003,0.32,14.89,339015,Petrol,Dealer,Manual,0
Maruti Ciaz,2010,0.54,11.33,118700,Petrol,Individual,Manual,1
Honda Amaze,2023,19.45,24.01,9304,Petrol,Individual,Manual,1
Hyundai Tucson,2019,7.46,16.99,93427,Diesel,Dealer,Manual,0
Tata Safari,2022,11.52,18.41,16979,Petrol,Dealer,Manual,1
Maruti S-Cross,2014,1.22,10.65,183802,Petrol,Individual,Manual,0
Honda City,2024,22.47,21.38,500,Petrol,Dealer,Manual,1
Hyundai Creta,2022,3.66,4.72,24491,Petrol,Dealer,Manual,0
Maruti Ciaz,2020,3.71,8.75,59552,Petrol,Dealer,Manual,1
BMW X5,2018,9.59,34.92,77889,Petrol,Dealer,Manual,1
Toyota Innova,2011,2.01,27.67,210863,Petrol,Individual,Automatic,0
Toyota Etios Cross,2019,7.71,15.53,64796,Diesel,Dealer,Automatic,0
Honda Brio,2018,1.9,7.29,104368,Petrol,Individual,Automatic,1
Nissan Terrano,2020,3.73,10.51,62572,Petrol,Individual,Automatic,1
Maruti Ciaz,2022,7.75,10.22,16951,CNG,Individual,Automatic,0
Hyundai Verna,2010,0.42,5.08,173443,Petrol,Dealer,Manual,0
BMW X3,2009,10.17,63.41,129816,Diesel,Dealer,Automatic,0
Mahindra Marazzo,2009,1.95,20.59,137514,Diesel,Dealer,Automatic,1
Mahindra XUV300,2016,2.27,5.5,64699,Diesel,Dealer,Manual,0
Tata Nexon,2024,4.33,4.4,500,Petrol,Dealer,Automatic,0
Hyundai Xcent,2020,2.35,5.2,77134,Petrol,Dealer,Manual,0
Hyundai i20,2018,3.5,11.67,48946,CNG,Individual,Automatic,1
Hyundai Tucson,2009,0.93,12.04,131863,Petrol,Dealer,Manual,0
Toyota Corolla,2016,6.17,31.36,150488,Petrol,Dealer,Manual,0
Tata Nano,2022,5.34,8.48,19302,Petrol,Individual,Manual,1
Maruti Dzire,2016,0.86,4.35,110503,Petrol,Dealer,Manual,1
Toyota Fortuner,2024,35.64,30.22,3359,Petrol,Individual,Manual,0
Renault Kwid,2023,3.31,3.99,6756,Diesel,Individual,Manual,3
Toyota Etios Cross,2018,2.65,6.93,95432,Diesel,Dealer,Manual,0
Honda CR-V,2014,1.8,9.76,115053,Petrol,Dealer,Automatic,0
Toyota Camry,2011,0.45,13.43,191422,Petrol,Individual,Manual,1
Hyundai Elite i20,2017,1.47,6.38,122616,CNG,Individual,Manual,0
Maruti Celerio,2007,0.23,4.0,272304,Diesel,Dealer,Manual,0
Chevrolet Beat,2005,0.26,6.35,202244,Diesel,Individual,Manual,0
Audi Q5,2014,2.43,38.64,142992,Petrol,Dealer,Automatic,3
Maruti Wagon R,2013,0.84,11.08,130164,Petrol,Individual,Manual,1
Toyota Yaris,2018,3.29,11.47,96162,Petrol,Dealer,Manual,1
Nissan Micra,2024,4.01,4.16,2339,Petrol,Individual,Manual,1
Toyota Innova Crysta,2017,6.61,31.1,69266,Petrol,Dealer,Manual,1
Hyundai i20,2020,7.6,15.81,44740,CNG,Individual,Manual,0
Toyota Innova,2014,3.72,22.4,88908,Petrol,Dealer,Manual,0
Maruti Ertiga,2017,1.93,7.65,76472,Petrol,Individual,Manual,0
Hyundai Tucson,2011,0.21,5.48,157889,Diesel,Individual,Automatic,3
Chevrolet Cruze,2003,0.22,7.24,242291,Petrol,Individual,Automatic,3
Hyundai Grand i10,2012,0.5,6.9,184893,Diesel,Individual,Automatic,1
Ford Endeavour,2022,12.56,21.34,26593,Petrol,Individual,Automatic,1
Hyundai Tucson,2020,5.46,8.6,73749,Diesel,Dealer,Manual,0
Ford Aspire,2008,0.85,20.97,191086,CNG,Dealer,Manual,1
Hyundai Grand i10,2008,0.82,16.39,213119,Petrol,Dealer,Manual,0
Maruti Ciaz,2023,3.22,4.21,16401,Petrol,Individual,Automatic,1
Audi Q7,2013,9.23,48.16,181407,Diesel,Dealer,Automatic,0
Toyota Yaris,2019,3.66,11.92,88986,Petrol,Individual,Manual,1
Toyota Innova,2011,1.1,12.99,192415,CNG,Dealer,Manual,0
Mahindra KUV100,2017,5.91,18.61,82481,Diesel,Dealer,Manual,1
Toyota Etios Cross,2022,18.52,26.64,39953,Diesel,Individual,Manual,0
Honda Jazz,2009,0.68,14.62,218814,Diesel,Individual,Automatic,1
Volkswagen Tiguan,2018,2.41,8.19,104551,Petrol,Individual,Automatic,0
Maruti Ertiga,2013,0.61,9.66,123097,Diesel,Dealer,Manual,3
Honda Brio,2022,13.22,20.63,20132,Petrol,Dealer,Automatic,0
Renault Triber,2015,1.46,9.46,126908,Petrol,Dealer,Manual,1
Renault Captur,2023,3.88,4.51,8800,Petrol,Individual,Manual,0
Nissan Micra,2021,6.42,10.26,43822,Petrol,Dealer,Automatic,0
Tata Nexon,2016,1.71,17.35,104279,Petrol,Dealer,Manual,3
Maruti Baleno,2024,10.95,10.38,2675,Petrol,Individual,Manual,0
Hyundai Santro,2019,3.38,12.26,80570,Petrol,Individual,Manual,1
Hyundai Santro,2005,0.37,8.53,154776,Diesel,Dealer,Manual,1
Toyota Camry,2021,2.81,6.06,38491,Diesel,Dealer,Automatic,3
Mahindra KUV100,2020,9.98,19.24,67950,CNG,Dealer,Manual,0
Ford Figo,2019,3.32,8.05,83336,Petrol,Individual,Automatic,0
Honda City,2023,7.24,8.64,5786,Petrol,Individual,Manual,0
Maruti Swift,2024,5.52,6.16,9619,Petrol,Dealer,Automatic,0
Maruti Wagon R,2008,0.25,5.14,188237,CNG,Individual,Automatic,0
Hyundai Grand i10,2022,6.91,8.6,21096,Diesel,Individual,Manual,0
Toyota Innova,2008,1.17,31.96,139434,Petrol,Individual,Manual,1
Maruti Vitara Brezza,2015,2.67,11.28,116338,Petrol,Dealer,Automatic,0
Tata Nano,2016,4.19,21.87,104614,Petrol,Dealer,Automatic,1
Honda CR-V,2021,8.66,13.86,45799,Petrol,Dealer,Automatic,1
Skoda Kodiaq,2017,1.71,7.35,114049,Diesel,Individual,Manual,1
Honda City,2023,8.68,9.43,2259,Petrol,Dealer,Manual,0
Ford Aspire,2023,11.11,12.26,11745,Diesel,Individual,Automatic,1
Tata Nexon,2017,3.22,13.0,85304,Petrol,Dealer,Automatic,1
Maruti S-Cross,2022,6.19,9.53,29801,Petrol,Individual,Manual,1
Nissan Magnite,2008,0.15,5.84,273568,Petrol,Individual,Manual,0
Volkswagen Polo,2021,3.1,7.26,32670,Petrol,Individual,Manual,3
Hyundai Tucson,2018,2.83,7.93,61101,Petrol,Dealer,Manual,0
BMW X3,2021,42.15,62.4,48970,Diesel,Dealer,Automatic,0
Chevrolet Enjoy,2013,0.46,11.46,105478,CNG,Dealer,Manual,3
Hyundai Elite i20,2010,0.6,8.5,218593,Petrol,Dealer,Manual,0
Hyundai Venue,2024,6.84,6.62,500,Diesel,Dealer,Manual,3
Volkswagen Tiguan,2021,3.13,6.62,26382,Petrol,Dealer,Manual,3
Volkswagen Ameo,2020,8.6,17.71,47715,Diesel,Individual,Automatic,1
Maruti Celerio,2021,5.67,10.46,51517,Petrol,Dealer,Manual,0
Mahindra KUV100,2011,2.03,16.85,149730,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,2.67,10.74,147578,Diesel,Dealer,Manual,0
Toyota Camry,2014,2.24,12.09,94200,Petrol,Dealer,Manual,0
Toyota Etios,2010,1.14,31.86,149596,Diesel,Dealer,Manual,3
Toyota Innova Crysta,2014,6.83,33.98,95854,Diesel,Individual,Automatic,0
Renault Triber,2024,6.96,7.09,500,Petrol,Individual,Manual,0
Maruti Dzire,2017,2.27,8.29,124800,Petrol,Dealer,Manual,0
Maruti Swift,2019,2.42,6.02,69238,Diesel,Individual,Manual,0
Renault Captur,2017,3.87,11.76,105204,Diesel,Dealer,Manual,0
Ford Endeavour,2013,3.87,25.59,156104,Diesel,Individual,Manual,0
Chevrolet Enjoy,2017,1.1,4.01,65440,Petrol,Individual,Manual,0
Tata Safari,2016,3.05,10.29,110919,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,0.63,5.52,83796,Petrol,Individual,Manual,1
Hyundai Venue,2020,4.59,7.0,40819,Diesel,Dealer,Automatic,0
Honda Brio,2023,5.12,5.55,5914,Diesel,Dealer,Manual,0
Renault Triber,2018,1.54,7.93,101017,Diesel,Individual,Manual,3
Toyota Innova Crysta,2024,9.08,12.01,500,Petrol,Individual,Automatic,1
Maruti Dzire,2020,1.62,3.57,50360,Petrol,Individual,Manual,0
Maruti Ertiga,2022,2.87,5.46,25758,Petrol,Dealer,Manual,3
Hyundai i20,2007,0.28,5.29,242916,Diesel,Individual,Automatic,0
Honda Jazz,2017,2.61,9.79,99992,CNG,Dealer,Manual,0
Honda CR-V,2006,0.68,16.2,161124,Petrol,Dealer,Manual,3
Mahindra Bolero,2015,1.74,8.54,109501,Petrol,Dealer,Manual,0
Nissan Kicks,2009,0.28,6.41,197744,CNG,Individual,Manual,0
Volkswagen Tiguan,2024,7.95,7.7,7017,Petrol,Individual,Automatic,0
Hyundai Tucson,2010,1.51,14.61,117555,Diesel,Dealer,Automatic,1
Hyundai i20,2016,2.06,9.02,100638,Diesel,Dealer,Manual,1
Maruti Wagon R,2018,3.98,11.29,77993,Petrol,Individual,Manual,0
Honda Civic,2019,3.66,9.17,41493,CNG,Individual,Manual,0
Renault Kwid,2012,1.4,7.86,139631,Diesel,Dealer,Manual,0
Honda WR-V,2012,2.8,17.64,95552,Petrol,Dealer,Automatic,0
Mahindra XUV300,2021,7.95,12.64,58686,Diesel,Dealer,Manual,0
Maruti Alto,2010,0.32,5.91,244961,CNG,Individual,Automatic,0
Toyota Yaris,2022,19.04,26.83,22759,Petrol,Dealer,Manual,0
Hyundai Tucson,2015,3.13,16.44,133421,Petrol,Dealer,Manual,0
Honda Jazz,2024,30.74,24.82,6518,Petrol,Dealer,Automatic,0
Hyundai Creta,2024,11.71,11.97,5680,Petrol,Individual,Automatic,0
Maruti Vitara Brezza,2015,1.66,11.03,117489,Petrol,Individual,Manual,0
Mahindra KUV100,2014,2.45,16.63,124650,Petrol,Individual,Manual,0
Tata Nano,2023,5.72,6.45,22646,Petrol,Individual,Manual,0
Volkswagen Vento,2024,15.34,18.02,3154,Petrol,Dealer,Automatic,1
Honda City,2023,22.94,24.05,2534,CNG,Individual,Automatic,0
Tata Hexa,2020,10.65,20.95,51470,Diesel,Individual,Manual,0
Mahindra XUV500,2024,13.7,13.78,1178,Petrol,Individual,Manual,0
Maruti Swift,2013,0.54,9.14,174002,CNG,Individual,Manual,1
Mahindra Thar,2018,8.9,18.82,54477,Diesel,Dealer,Manual,0
Ford EcoSport,2019,2.01,5.19,62859,Petrol,Dealer,Manual,0
Mahindra Marazzo,2020,7.58,16.94,49127,Petrol,Dealer,Manual,1
Maruti Alto,2017,0.82,3.86,116127,Petrol,Individual,Manual,0
Volkswagen Polo,2014,3.25,17.46,101741,Petrol,Dealer,Manual,0
Maruti Ciaz,2023,3.01,3.64,12628,Petrol,Dealer,Manual,0
Mahindra Thar,2011,2.52,21.73,162728,Diesel,Dealer,Automatic,1
Mahindra Thar,2019,4.33,11.65,64570,Petrol,Individual,Automatic,0
Mahindra Bolero,2021,12.91,19.76,51782,Diesel,Dealer,Manual,1
Mahindra Marazzo,2015,3.98,18.29,94395,CNG,Dealer,Manual,0
Renault Triber,2012,0.98,10.51,211086,CNG,Dealer,Manual,0
Mercedes-Benz S-Class,2010,1.64,46.69,198322,Petrol,Dealer,Automatic,3
Maruti Vitara Brezza,2009,0.35,9.8,223670,CNG,Individual,Manual,1
Hyundai Xcent,2020,2.0,4.33,54281,Diesel,Individual,Manual,0
Honda Amaze,2009,1.52,20.03,232435,Petrol,Dealer,Automatic,0
Tata Tiago,2003,0.28,8.37,194413,Petrol,Dealer,Manual,0
Maruti Dzire,2021,4.93,7.42,30349,Petrol,Dealer,Manual,0
Ford Figo,2007,0.52,16.5,261875,Diesel,Dealer,Manual,1
Mahindra Marazzo,2020,2.59,5.27,46979,Petrol,Dealer,Manual,0
Tata Hexa,2005,0.27,6.85,171221,CNG,Dealer,Manual,0
Maruti Ertiga,2019,2.38,6.29,44528,Petrol,Dealer,Manual,1
Renault Duster,2016,1.22,8.28,79677,Petrol,Individual,Manual,1
Hyundai Xcent,2015,2.97,17.98,139595,Diesel,Individual,Manual,1
Hyundai Venue,2024,6.93,6.38,5288,Petrol,Individual,Manual,0
Honda Jazz,2011,1.1,19.35,118777,Petrol,Dealer,Manual,1
Tata Nano,2021,7.79,14.22,51077,CNG,Individual,Manual,1
Hyundai Venue,2021,12.13,16.48,47538,Diesel,Individual,Manual,0
Maruti Celerio,2024,12.72,11.33,500,Petrol,Individual,Manual,3
Renault Kwid,2017,2.99,7.49,81595,Diesel,Dealer,Automatic,0
Ford Endeavour,2016,7.2,22.34,56319,Petrol,Dealer,Manual,0
Honda CR-V,2021,7.01,18.11,45645,Petrol,Individual,Manual,3
Renault Kwid,2024,7.94,8.4,3170,Diesel,Individual,Manual,1
Maruti Dzire,2007,0.3,11.3,276580,Diesel,Dealer,Manual,3
Tata Nexon,2022,14.68,19.45,20598,Petrol,Dealer,Automatic,0
Mahindra Marazzo,2024,13.91,13.4,500,Diesel,Individual,Automatic,3
Ford Figo,2016,7.6,27.95,110679,Petrol,Dealer,Automatic,0
Renault Kwid,2005,0.23,10.18,300967,Petrol,Individual,Manual,0
Ford Figo,2015,1.04,6.07,76851,Diesel,Individual,Manual,1
Toyota Etios Cross,2012,3.83,30.31,128210,Petrol,Individual,Automatic,0
Volkswagen Vento,2009,0.31,6.54,144151,CNG,Dealer,Automatic,1
Mahindra KUV100,2012,3.01,21.17,123098,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2023,3.25,4.25,16645,Diesel,Individual,Manual,3
Hyundai Creta,2015,0.46,8.03,161216,Petrol,Individual,Automatic,3
Hyundai Xcent,2014,2.15,12.15,104104,Petrol,Dealer,Manual,0
Renault Captur,2016,1.71,8.44,110708,Petrol,Individual,Manual,0
Tata Harrier,2006,0.23,8.83,273899,Petrol,Dealer,Manual,1
Skoda Rapid,2021,9.52,21.66,42638,Petrol,Individual,Automatic,1
Mahindra Thar,2011,0.51,5.67,224454,Diesel,Dealer,Automatic,1
Toyota Corolla,2024,19.02,19.3,500,Diesel,Dealer,Automatic,0
Toyota Fortuner,2024,10.82,12.07,500,Diesel,Dealer,Manual,0
Maruti Ciaz,2015,2.51,11.6,89384,Diesel,Dealer,Automatic,1
Hyundai Tucson,2012,0.95,15.76,160306,CNG,Individual,Automatic,1
Hyundai i20,2021,4.01,6.9,35763,Petrol,Dealer,Manual,0
Maruti Swift,2023,3.47,4.12,22064,Petrol,Dealer,Automatic,0
Hyundai i20,2024,15.39,15.57,500,Petrol,Dealer,Manual,0
Honda CR-V,2018,2.61,11.77,96359,Petrol,Individual,Manual,1
Volkswagen Tiguan,2009,0.3,9.35,228328,Diesel,Individual,Manual,1
Tata Tigor,2023,18.0,21.07,19386,Petrol,Individual,Automatic,0
Hyundai i10,2018,5.1,17.75,77403,Petrol,Dealer,Manual,1
Skoda Kodiaq,2020,13.86,24.96,59137,Diesel,Individual,Manual,0
Hyundai i20,2022,3.99,5.46,20751,Petrol,Dealer,Manual,0
Chevrolet Enjoy,2019,1.27,3.14,69081,Petrol,Dealer,Manual,0
Maruti Swift,2007,0.49,8.28,229901,Petrol,Dealer,Automatic,0
Hyundai Venue,2022,10.46,12.99,18349,Diesel,Dealer,Manual,1
Maruti Celerio,2020,5.26,11.76,40354,Petrol,Dealer,Manual,0
Maruti Celerio,2010,0.27,3.72,124382,CNG,Individual,Automatic,0
Skoda Octavia,2016,3.59,10.87,116920,Diesel,Dealer,Manual,0
Renault Duster,2020,3.45,7.75,64920,Petrol,Individual,Manual,0
Chevrolet Enjoy,2017,2.14,8.18,71614,Petrol,Dealer,Manual,1
Mercedes-Benz E-Class,2009,3.1,73.73,264817,Petrol,Individual,Automatic,0
Audi Q5,2016,12.63,48.03,73080,Diesel,Dealer,Automatic,1
Chevrolet Sail,2023,13.79,14.4,14151,Petrol,Individual,Manual,1
Maruti Ciaz,2018,4.29,11.51,52415,Diesel,Dealer,Manual,1
Maruti Swift,2017,1.93,6.26,91486,Petrol,Dealer,Manual,0
Hyundai Verna,2011,0.74,11.47,129663,Petrol,Dealer,Manual,1
Renault Captur,2021,7.0,11.01,27916,Petrol,Dealer,Manual,0
Tata Bolt,2014,2.46,14.36,98083,Petrol,Dealer,Manual,0
Renault Captur,2018,6.0,11.95,45584,Diesel,Dealer,Automatic,0
Toyota Innova Crysta,2017,1.96,6.43,102973,CNG,Dealer,Automatic,0
Audi Q7,2007,3.75,41.33,237669,Diesel,Dealer,Automatic,0
Ford EcoSport,2018,1.87,4.67,46601,Petrol,Dealer,Automatic,0
Toyota Innova,2020,6.05,13.3,65251,Petrol,Dealer,Manual,0
Honda Civic,2019,5.58,15.18,75619,Petrol,Dealer,Manual,0
Toyota Etios Cross,2020,17.11,33.26,65897,Diesel,Dealer,Manual,0
Toyota Etios,2022,7.61,10.43,33258,Petrol,Individual,Manual,1
Tata Nano,2021,10.54,17.9,35515,CNG,Dealer,Manual,0
BMW 5 Series,2023,31.17,30.79,16309,Diesel,Dealer,Automatic,0
Mahindra Thar,2024,19.33,19.49,500,Petrol,Individual,Automatic,1
Hyundai Santro,2024,5.91,6.59,500,Petrol,Individual,Automatic,0
Hyundai Xcent,2014,1.51,13.15,104603,Petrol,Dealer,Manual,1
Honda City,2019,6.28,18.63,76813,CNG,Individual,Manual,1
Renault Triber,2011,0.56,3.39,108706,Diesel,Dealer,Manual,0
Mahindra Marazzo,2015,0.68,11.63,98332,Petrol,Individual,Manual,3
Ford Freestyle,2019,5.1,23.22,60391,CNG,Individual,Manual,3
Maruti Wagon R,2019,2.58,7.03,64363,Petrol,Dealer,Manual,0
Hyundai Venue,2014,2.45,10.08,112320,Diesel,Dealer,Automatic,0
Nissan Sunny,2017,2.59,10.4,89469,Petrol,Dealer,Manual,1
Hyundai Santro,2022,13.15,16.98,34387,Petrol,Dealer,Manual,1
Hyundai Creta,2021,10.24,15.83,43780,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2015,0.86,4.76,140194,Petrol,Dealer,Manual,0
Maruti Ertiga,2022,5.27,8.97,22251,Petrol,Individual,Manual,0
Maruti S-Cross,2014,0.29,5.25,135090,Petrol,Dealer,Manual,3
Honda Amaze,2017,8.12,23.52,63195,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2021,6.02,10.9,38728,CNG,Individual,Manual,1
Toyota Yaris,2017,9.24,32.61,103998,Diesel,Individual,Manual,0
Hyundai Grand i10,2014,0.85,11.69,160682,Petrol,Individual,Manual,1
Audi A4,2024,53.67,56.76,3033,Petrol,Individual,Manual,0
Honda Brio,2009,0.66,8.7,200361,Diesel,Individual,Manual,0
Tata Nano,2017,1.37,5.86,61667,Petrol,Individual,Manual,1
Skoda Kodiaq,2024,17.37,20.08,500,Petrol,Individual,Manual,1
Mahindra KUV100,2024,17.82,18.58,4575,Petrol,Individual,Manual,3
Hyundai Santro,2015,2.91,17.96,74916,Petrol,Individual,Automatic,1
Hyundai Venue,2021,10.69,17.35,32804,Petrol,Individual,Manual,0
Honda Jazz,2016,2.0,10.28,103638,CNG,Individual,Manual,0
Mahindra KUV100,2016,3.83,11.77,115273,Diesel,Dealer,Manual,0
Mahindra Scorpio,2023,4.09,5.81,8123,Petrol,Individual,Manual,1
Mercedes-Benz GLC,2014,12.19,38.94,104050,Diesel,Dealer,Automatic,0
Maruti Wagon R,2005,0.71,8.83,188901,Diesel,Dealer,Automatic,0
