Brand,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Selling_Price
Hyundai,8.57,14449,Diesel,Dealer,Manual,0,3,7.42
Honda,21.62,47031,Diesel,Individual,Manual,0,6,11.42
Honda,13.86,280290,Petrol,Individual,Manual,0,19,0.39
Tata,15.69,65711,Petrol,Individual,Manual,1,9,3.01
Hyundai,4.78,73056,Diesel,Dealer,Manual,0,6,2.38
Toyota,10.33,176460,Petrol,Dealer,Manual,1,14,0.61
Mahindra,19.29,121981,Diesel,Dealer,Manual,0,14,3.7
Ford,13.35,88462,Petrol,Individual,Automatic,3,8,2.43
Tata,15.72,139346,Petrol,Dealer,Manual,0,11,2.75
Audi,25.91,134449,Diesel,Dealer,Automatic,0,10,8.95
Hyundai,17.17,62632,Diesel,Individual,Manual,1,6,8.26
Hyundai,7.73,62881,CNG,Dealer,Manual,0,6,3.95
Maruti,9.17,138072,Petrol,Individual,Manual,0,13,0.96
Ford,8.93,194133,CNG,Individual,Manual,0,15,0.63
Maruti,8.26,16636,Diesel,Dealer,Manual,0,4,6.28
Ford,9.37,500,Diesel,Individual,Manual,3,2,10.52
Hyundai,15.36,15579,Petrol,Individual,Manual,0,4,8.96
Mahindra,10.38,29973,Petrol,Dealer,Manual,0,5,5.94
Nissan,7.26,12301,Petrol,Individual,Automatic,0,3,6.51
Skoda,23.54,121946,Petrol,Dealer,Manual,1,13,2.11
Mahindra,10.07,124392,Petrol,Individual,Automatic,1,17,0.4
Volkswagen,19.94,68981,Diesel,Individual,Automatic,1,8,7.38
Hyundai,5.27,132395,Petrol,Dealer,Manual,3,15,0.22
Tata,20.36,36829,Diesel,Individual,Manual,0,5,10.97
Volkswagen,19.76,124585,Diesel,Dealer,Manual,0,12,4.3
Toyota,21.0,90357,Petrol,Individual,Manual,0,8,6.53
Maruti,11.86,35326,Diesel,Individual,Manual,0,4,8.5
Mahindra,8.07,70139,Petrol,Individual,Manual,3,10,0.67
Tata,16.42,66068,Diesel,Individual,Manual,0,8,6.49
Hyundai,6.21,500,Diesel,Dealer,Automatic,0,2,6.46
Tata,5.77,17285,Diesel,Individual,Manual,0,4,4.35
Chevrolet,6.3,45123,Petrol,Dealer,Automatic,0,6,3.87
Maruti,8.3,121963,Petrol,Individual,Manual,0,10,1.7
Tata,17.76,238206,Diesel,Individual,Manual,0,18,1.04
Toyota,14.07,135134,Diesel,Dealer,Manual,0,11,4.21
Maruti,10.74,48215,Petrol,Dealer,Manual,1,5,5.27
Ford,4.9,3664,Petrol,Individual,Manual,0,3,4.24
Maruti,8.66,500,Petrol,Individual,Automatic,0,2,8.84
Ford,19.31,37430,Petrol,Dealer,Automatic,0,4,13.9
Maruti,9.44,500,Diesel,Individual,Manual,1,2,10.07
Hyundai,8.78,96206,Petrol,Dealer,Automatic,0,11,2.15
Toyota,15.95,222588,Petrol,Dealer,Manual,1,20,0.5
Mahindra,14.55,130318,Petrol,Dealer,Manual,0,17,1.07
Maruti,4.12,34189,CNG,Individual,Automatic,0,5,2.57
Maruti,9.0,68800,Diesel,Individual,Automatic,1,7,3.91
Tata,6.0,79640,CNG,Dealer,Automatic,0,9,1.92
Tata,6.96,79684,Diesel,Individual,Manual,0,9,2.35
Mahindra,15.65,14734,Diesel,Individual,Manual,1,3,13.11
Hyundai,12.66,500,Diesel,Individual,Manual,1,2,12.65
Skoda,25.79,37595,Petrol,Dealer,Manual,0,5,13.93
Maruti,7.35,86914,Petrol,Dealer,Automatic,0,9,2.27
BMW,62.22,62625,Petrol,Dealer,Automatic,3,8,11.99
Maruti,4.62,109141,Petrol,Dealer,Manual,0,14,0.62
Maruti,7.04,157100,Petrol,Dealer,Manual,0,12,1.05
Maruti,9.4,15316,Diesel,Dealer,Manual,1,3,8.89
Hyundai,17.55,25457,Diesel,Individual,Manual,1,4,11.85
Tata,18.73,154753,Petrol,Individual,Manual,1,14,1.0
Toyota,12.91,19117,Diesel,Dealer,Automatic,0,4,11.02
Maruti,8.6,500,Petrol,Individual,Manual,0,2,8.1
Maruti,4.73,46097,Petrol,Dealer,Manual,0,6,2.35
Ford,11.97,88408,Petrol,Dealer,Manual,0,8,3.44
Chevrolet,11.26,52628,Diesel,Individual,Automatic,0,7,4.66
Audi,39.78,15736,Petrol,Dealer,Automatic,0,4,30.18
Mahindra,8.95,207679,Petrol,Individual,Manual,0,15,0.58
Maruti,10.39,784,Diesel,Dealer,Manual,3,2,9.48
Ford,5.73,500,Petrol,Individual,Automatic,3,2,5.23
Maruti,5.2,121750,Petrol,Dealer,Automatic,0,9,1.7
Renault,5.53,57010,Petrol,Dealer,Automatic,3,6,2.01
Hyundai,4.39,49693,Petrol,Dealer,Manual,3,8,0.94
Audi,54.25,115849,Diesel,Individual,Manual,3,11,4.34
Tata,18.97,77754,Petrol,Dealer,Automatic,1,6,8.59
Maruti,5.42,68436,Petrol,Dealer,Manual,0,10,1.44
Maruti,3.5,204965,Petrol,Dealer,Manual,0,14,0.33
Audi,26.41,500,Diesel,Individual,Automatic,0,2,27.02
Hyundai,6.75,177827,Diesel,Individual,Automatic,0,14,0.96
Hyundai,16.19,95576,CNG,Individual,Manual,1,9,3.04
Ford,6.81,27883,Petrol,Individual,Manual,0,5,4.0
Tata,12.05,62495,Petrol,Dealer,Manual,0,6,6.43
BMW,36.5,40462,Diesel,Dealer,Automatic,0,5,22.94
Honda,22.89,12372,Petrol,Individual,Automatic,0,4,15.96
Hyundai,4.76,51370,CNG,Dealer,Manual,1,7,1.82
Ford,8.03,26973,Petrol,Dealer,Automatic,1,4,5.19
Hyundai,10.75,31526,Petrol,Individual,Manual,1,4,6.33
Maruti,3.78,119954,Petrol,Individual,Manual,0,11,0.6
Maruti,6.31,64834,Petrol,Dealer,Manual,1,8,2.14
Maruti,8.33,136519,Petrol,Dealer,Automatic,0,13,1.16
Chevrolet,6.89,83811,CNG,Dealer,Manual,1,8,1.89
Hyundai,16.02,208919,Petrol,Individual,Automatic,0,19,0.55
Volkswagen,14.1,210233,Diesel,Individual,Manual,1,17,0.59
Maruti,11.01,133340,Diesel,Individual,Manual,1,10,2.33
Tata,4.98,24522,Diesel,Dealer,Manual,1,4,3.55
Tata,16.74,138453,Diesel,Dealer,Manual,0,11,4.19
Hyundai,11.68,84415,Diesel,Dealer,Manual,0,9,4.41
Tata,15.21,47490,Diesel,Dealer,Manual,0,5,10.8
Mahindra,6.97,43020,Petrol,Individual,Manual,1,5,2.9
Toyota,11.24,94197,Diesel,Individual,Manual,0,9,3.53
Maruti,4.38,68714,Diesel,Individual,Manual,1,7,1.73
Tata,21.3,148252,Diesel,Dealer,Manual,0,13,4.79
Renault,4.66,40148,Petrol,Dealer,Manual,0,5,2.6
Hyundai,14.91,107538,Petrol,Dealer,Manual,1,11,2.35
Mahindra,6.89,94993,Diesel,Dealer,Manual,3,9,1.28
Nissan,8.47,192099,CNG,Individual,Manual,1,21,0.26
Maruti,4.94,55099,Petrol,Individual,Automatic,1,5,2.21
Maruti,11.82,28735,Petrol,Dealer,Manual,1,4,7.17
Tata,19.15,63040,Diesel,Dealer,Automatic,0,6,12.21
Skoda,20.01,52454,Diesel,Individual,Automatic,1,7,9.06
Maruti,3.88,39693,Petrol,Dealer,Manual,1,4,2.34
Maruti,7.07,110327,Petrol,Dealer,Automatic,0,11,1.68
Tata,8.74,252609,Diesel,Dealer,Manual,0,17,0.81
Hyundai,7.07,121863,Diesel,Dealer,Manual,1,11,1.37
Maruti,7.33,105440,CNG,Dealer,Manual,0,8,2.27
Honda,22.36,24167,Petrol,Dealer,Manual,0,5,14.23
Maruti,6.32,186977,Petrol,Individual,Manual,0,19,0.22
Mahindra,9.74,27111,CNG,Dealer,Manual,0,6,5.25
Hyundai,12.97,112085,Diesel,Individual,Automatic,0,11,2.84
Hyundai,7.7,500,Petrol,Dealer,Manual,0,2,7.86
BMW,63.68,300261,Diesel,Dealer,Automatic,0,20,4.14
Toyota,5.66,90010,Diesel,Individual,Manual,0,8,2.32
Toyota,16.11,63106,Petrol,Individual,Automatic,1,9,3.12
Hyundai,14.92,223561,Diesel,Individual,Automatic,0,15,1.66
Skoda,13.59,250274,Petrol,Dealer,Manual,0,18,0.58
Mahindra,5.08,500,Diesel,Dealer,Automatic,3,2,5.31
Hyundai,15.71,14673,Diesel,Dealer,Manual,0,3,13.48
Nissan,11.41,196001,Petrol,Individual,Manual,0,16,0.62
Toyota,21.02,36593,Petrol,Individual,Manual,0,5,12.16
Maruti,10.13,106251,Petrol,Individual,Automatic,3,9,1.28
Ford,5.86,127910,Diesel,Dealer,Manual,0,15,0.89
Volkswagen,8.19,27277,Petrol,Dealer,Manual,0,5,5.07
Maruti,8.67,89300,Diesel,Individual,Manual,1,8,2.44
Toyota,33.06,31558,Petrol,Individual,Manual,0,5,21.21
Chevrolet,3.12,165888,Diesel,Individual,Manual,0,12,0.46
Nissan,11.42,77560,Diesel,Dealer,Manual,0,6,6.11
Ford,20.64,177887,Petrol,Dealer,Manual,0,16,1.64
Mahindra,16.8,22510,Diesel,Dealer,Manual,0,3,15.21
Toyota,18.17,145945,Petrol,Dealer,Manual,0,13,2.3
Nissan,13.41,90842,Petrol,Individual,Manual,0,10,2.75
Renault,8.58,32325,Petrol,Dealer,Manual,0,4,6.49
Toyota,17.0,132207,Diesel,Individual,Manual,3,16,0.64
Honda,7.57,25849,Petrol,Individual,Manual,0,5,3.96
Honda,5.76,26120,Petrol,Dealer,Automatic,0,5,3.38
Hyundai,11.95,141630,CNG,Individual,Manual,0,16,0.63
Ford,6.28,158926,Diesel,Individual,Automatic,1,14,0.6
BMW,34.31,44013,Diesel,Dealer,Automatic,0,4,26.51
Mahindra,18.22,15536,Diesel,Dealer,Manual,0,4,12.82
Honda,23.09,105951,Petrol,Dealer,Manual,1,15,1.53
Maruti,9.05,50082,Petrol,Individual,Manual,3,6,2.67
Tata,18.94,94970,Petrol,Dealer,Manual,0,10,4.31
Tata,16.74,142678,Petrol,Dealer,Manual,1,12,2.08
Audi,53.92,125762,Petrol,Dealer,Automatic,0,14,6.58
Tata,10.3,24373,Petrol,Dealer,Manual,1,4,7.5
Honda,21.04,153633,Petrol,Dealer,Manual,1,11,2.71
Ford,16.52,500,Petrol,Individual,Automatic,0,2,15.48
Hyundai,4.81,151316,Diesel,Individual,Automatic,0,15,0.61
Ford,23.96,48027,Petrol,Individual,Manual,0,8,7.74
Maruti,6.48,182927,Petrol,Dealer,Manual,0,14,0.73
Mahindra,17.74,36462,CNG,Dealer,Manual,1,6,8.71
Volkswagen,7.83,312721,Diesel,Dealer,Manual,1,21,0.19
Nissan,10.68,94307,Diesel,Individual,Manual,0,8,3.97
Volkswagen,15.92,272147,Petrol,Dealer,Manual,1,21,0.43
Hyundai,4.88,110957,Diesel,Dealer,Automatic,0,13,1.21
Mahindra,20.29,1284,Petrol,Dealer,Manual,0,2,22.28
Honda,7.05,272311,Petrol,Individual,Manual,0,20,0.18
Maruti,8.67,8723,Diesel,Dealer,Manual,0,3,8.06
Toyota,26.27,192511,Petrol,Individual,Manual,0,17,1.14
Mahindra,9.34,155788,Diesel,Individual,Automatic,3,11,0.61
Maruti,5.47,11813,Diesel,Individual,Automatic,0,3,4.52
Hyundai,8.18,191574,CNG,Individual,Automatic,0,15,0.62
Ford,13.28,210849,Diesel,Individual,Automatic,1,17,0.6
Ford,16.21,37756,Petrol,Individual,Manual,1,7,5.38
Honda,8.37,18924,Petrol,Dealer,Manual,0,3,6.36
Ford,6.18,61127,Petrol,Dealer,Manual,0,10,1.71
Volkswagen,19.98,88943,Petrol,Dealer,Automatic,0,12,4.01
Ford,22.59,19411,CNG,Individual,Automatic,1,3,17.47
Maruti,6.09,500,CNG,Individual,Manual,0,2,5.44
Ford,15.12,88309,Petrol,Individual,Automatic,0,9,4.02
Hyundai,15.38,297738,Petrol,Individual,Manual,0,21,0.36
Hyundai,13.23,46325,Diesel,Dealer,Manual,3,6,4.95
Renault,4.36,135059,Petrol,Individual,Manual,3,13,0.19
Maruti,10.59,3910,Petrol,Individual,Manual,0,3,9.56
Maruti,8.69,500,Diesel,Individual,Manual,0,2,8.84
Audi,34.46,158652,Diesel,Individual,Automatic,0,12,6.46
Maruti,7.55,93479,Diesel,Individual,Manual,1,8,2.1
Nissan,13.35,314798,Petrol,Individual,Manual,3,20,0.31
Maruti,7.97,57900,Diesel,Individual,Manual,0,6,4.26
Hyundai,10.97,246216,Petrol,Individual,Automatic,0,19,0.39
Maruti,4.21,81557,Diesel,Dealer,Manual,0,9,1.58
Toyota,20.55,57299,Diesel,Individual,Manual,1,6,10.11
Tata,14.59,500,Petrol,Individual,Manual,1,2,13.74
Maruti,7.42,113306,Petrol,Individual,Manual,1,11,0.76
Hyundai,12.41,115439,Petrol,Dealer,Manual,0,15,1.29
Renault,3.97,223303,Petrol,Dealer,Automatic,0,18,0.24
Audi,35.22,133993,Petrol,Dealer,Automatic,0,14,4.79
Mahindra,5.26,53601,Petrol,Dealer,Automatic,0,9,1.41
Hyundai,13.46,40478,Diesel,Individual,Manual,0,4,10.62
Mahindra,9.06,107213,Diesel,Dealer,Automatic,0,12,2.42
Maruti,6.44,32280,Diesel,Dealer,Manual,1,4,4.47
Mahindra,15.04,129362,Petrol,Dealer,Automatic,1,11,2.36
Maruti,10.66,232076,Petrol,Individual,Manual,1,19,0.33
Nissan,6.04,107614,Diesel,Dealer,Automatic,0,10,2.15
Mahindra,10.53,104292,CNG,Individual,Automatic,3,8,1.93
Hyundai,17.15,76523,Petrol,Dealer,Automatic,0,7,7.15
Hyundai,16.02,194027,Diesel,Dealer,Manual,1,18,0.92
Honda,8.08,94035,Petrol,Individual,Automatic,1,9,1.53
Hyundai,12.88,160584,Diesel,Dealer,Automatic,1,19,0.79
Hyundai,8.98,240846,Petrol,Dealer,Manual,3,23,0.3
Ford,14.84,35487,Diesel,Dealer,Manual,1,4,9.1
Ford,12.5,500,Diesel,Dealer,Manual,3,2,11.08
Toyota,27.98,500,Petrol,Individual,Manual,1,2,27.82
Honda,9.68,92455,CNG,Dealer,Manual,0,8,3.44
Honda,8.63,24176,Petrol,Dealer,Manual,1,3,6.79
Toyota,18.86,6513,Diesel,Individual,Manual,0,2,18.92
Maruti,4.7,217811,Diesel,Dealer,Manual,0,19,0.39
Renault,8.21,9654,Diesel,Dealer,Manual,1,3,6.72
Maruti,7.82,55547,Diesel,Dealer,Manual,3,6,3.04
Maruti,11.15,35670,Diesel,Dealer,Manual,0,5,8.6
Maruti,10.32,171102,Petrol,Dealer,Manual,0,14,1.05
Toyota,5.6,159172,Petrol,Individual,Automatic,3,12,0.27
Renault,5.86,85741,Petrol,Dealer,Manual,0,11,1.28
Honda,13.76,24779,CNG,Individual,Manual,3,5,5.84
BMW,46.73,246784,Diesel,Dealer,Automatic,0,21,3.41
Audi,37.29,51270,Diesel,Individual,Automatic,1,5,22.67
Maruti,11.91,14832,Petrol,Dealer,Manual,0,3,11.07
Mahindra,18.25,140822,Diesel,Individual,Manual,0,16,1.69
Skoda,18.58,119649,Petrol,Individual,Manual,0,11,3.01
Tata,12.26,190478,Petrol,Individual,Automatic,0,13,1.32
Volkswagen,6.25,95432,Petrol,Dealer,Manual,1,11,0.93
Maruti,4.78,52788,Diesel,Dealer,Manual,0,7,2.51
Tata,9.02,49268,Petrol,Individual,Manual,0,7,4.02
Ford,13.44,141281,Diesel,Individual,Manual,0,18,0.91
Tata,8.58,225356,Petrol,Individual,Manual,0,22,0.25
Maruti,4.72,87074,Petrol,Dealer,Automatic,0,12,1.03
Honda,9.12,266316,Diesel,Dealer,Automatic,1,18,0.5
Hyundai,9.85,42487,Diesel,Individual,Manual,3,6,3.42
Renault,11.06,181441,Diesel,Dealer,Manual,1,16,0.9
Maruti,8.94,30953,Diesel,Dealer,Manual,3,6,3.33
Hyundai,10.44,116401,Petrol,Individual,Manual,3,12,0.48
Volkswagen,12.29,69689,CNG,Dealer,Manual,0,8,4.22
Toyota,11.43,97244,Diesel,Individual,Manual,0,8,4.49
Toyota,8.1,111311,Petrol,Dealer,Manual,1,10,1.61
Honda,12.68,172945,Diesel,Dealer,Automatic,1,14,1.55
Renault,8.12,131047,Diesel,Individual,Manual,1,11,1.29
Hyundai,6.39,10854,Petrol,Dealer,Manual,0,4,4.92
Honda,11.72,102591,Petrol,Individual,Manual,1,10,1.68
Mahindra,15.88,209535,Petrol,Individual,Automatic,0,14,1.12
Volkswagen,9.93,61107,Diesel,Dealer,Manual,0,8,4.48
Toyota,11.06,39919,Petrol,Individual,Automatic,1,5,5.3
Ford,15.67,48566,Diesel,Individual,Manual,3,7,4.67
Tata,16.84,97893,Diesel,Individual,Manual,0,14,2.22
Maruti,6.68,93403,Petrol,Dealer,Automatic,1,12,0.98
Hyundai,5.18,216101,Petrol,Dealer,Automatic,0,16,0.46
Toyota,18.66,66085,Petrol,Dealer,Automatic,0,9,6.84
Hyundai,13.23,141313,Diesel,Dealer,Manual,0,15,2.02
Ford,12.9,135265,Petrol,Dealer,Manual,1,10,2.24
Nissan,5.06,42421,Petrol,Dealer,Manual,0,5,3.23
Hyundai,9.46,500,Diesel,Dealer,Manual,1,2,9.74
Maruti,7.02,59844,Petrol,Dealer,Manual,0,6,3.2
Mahindra,17.16,58407,Diesel,Dealer,Manual,1,6,9.1
Skoda,24.77,8920,Petrol,Dealer,Manual,1,2,24.23
Honda,14.17,115758,Diesel,Individual,Manual,0,10,2.98
Toyota,34.45,247793,Petrol,Dealer,Automatic,0,17,2.27
Ford,19.03,15335,Diesel,Individual,Manual,0,3,15.75
Maruti,9.94,51326,Diesel,Dealer,Manual,1,7,4.43
Toyota,10.03,119135,Diesel,Dealer,Automatic,1,9,2.35
Mahindra,21.99,156604,Diesel,Individual,Manual,0,15,2.38
Hyundai,13.7,186896,Diesel,Dealer,Manual,0,14,2.18
Maruti,4.16,138918,Diesel,Dealer,Manual,0,19,0.39
Hyundai,14.95,129111,Petrol,Dealer,Manual,0,13,2.26
Ford,20.51,80453,Petrol,Dealer,Manual,1,9,4.62
Honda,13.03,24594,Petrol,Individual,Manual,0,4,8.08
Hyundai,8.97,212004,Diesel,Individual,Automatic,0,20,0.51
Hyundai,10.21,23049,Petrol,Individual,Manual,1,4,7.26
Toyota,15.49,18480,Petrol,Dealer,Manual,0,4,9.98
Chevrolet,9.75,116511,Diesel,Dealer,Manual,1,12,1.82
Ford,11.17,16198,Diesel,Individual,Manual,0,2,11.51
Hyundai,17.16,2759,Diesel,Dealer,Manual,0,2,15.56
Tata,19.63,173697,Diesel,Individual,Manual,0,13,2.48
Hyundai,9.97,127509,Petrol,Individual,Automatic,0,9,2.59
Maruti,8.67,207760,Petrol,Individual,Automatic,0,21,0.28
Hyundai,11.85,195331,Petrol,Dealer,Manual,1,16,0.4
Hyundai,5.82,81887,Petrol,Dealer,Manual,0,9,1.63
Renault,5.67,141047,CNG,Dealer,Automatic,1,11,0.83
Maruti,8.92,500,Petrol,Individual,Automatic,3,2,7.16
Maruti,5.72,18521,Diesel,Dealer,Manual,3,4,3.89
Hyundai,17.98,86604,Petrol,Individual,Manual,1,8,4.65
Mahindra,5.66,113551,CNG,Individual,Manual,0,14,0.61
Hyundai,10.0,18292,CNG,Dealer,Automatic,1,3,7.28
Ford,9.41,81278,Petrol,Dealer,Automatic,1,7,3.81
Hyundai,8.44,16041,CNG,Individual,Automatic,1,4,5.82
Tata,13.97,132136,Diesel,Dealer,Manual,1,16,1.26
Tata,6.96,14387,Petrol,Individual,Manual,0,3,5.12
Hyundai,9.47,15206,Diesel,Dealer,Manual,0,3,8.28
Volkswagen,16.65,48764,Petrol,Dealer,Manual,1,6,7.63
Hyundai,11.21,279113,CNG,Dealer,Manual,0,18,0.43
Honda,13.9,103854,Diesel,Dealer,Automatic,3,11,1.55
Tata,21.78,25608,Diesel,Dealer,Manual,1,4,15.21
Renault,8.08,190743,Diesel,Individual,Manual,0,13,1.11
Maruti,8.86,19461,CNG,Dealer,Manual,0,5,5.67
Toyota,34.46,61066,Petrol,Dealer,Manual,0,6,18.52
Tata,4.38,110764,CNG,Dealer,Manual,0,11,0.74
Tata,18.97,185201,Petrol,Individual,Manual,0,13,1.85
Mahindra,7.14,192243,Diesel,Individual,Manual,0,23,0.27
Honda,20.37,66087,Petrol,Dealer,Manual,0,7,7.71
Ford,18.62,133977,CNG,Dealer,Manual,0,12,3.11
Maruti,11.58,227037,Petrol,Dealer,Manual,0,17,0.63
Maruti,9.14,20147,Diesel,Individual,Automatic,1,4,5.71
Toyota,9.56,112561,Diesel,Dealer,Automatic,1,9,2.95
Ford,18.09,262213,Petrol,Individual,Automatic,0,17,0.74
Mahindra,14.05,7871,Petrol,Individual,Manual,0,2,14.01
Honda,24.48,282094,Petrol,Dealer,Manual,0,18,0.88
Hyundai,11.09,261430,Petrol,Dealer,Manual,1,18,0.37
Maruti,8.17,141777,Petrol,Individual,Manual,1,13,0.58
Mercedes-Benz,46.28,132041,Diesel,Dealer,Automatic,1,10,11.17
Hyundai,11.46,153433,Petrol,Individual,Manual,1,19,0.36
Volkswagen,18.8,59550,Petrol,Dealer,Automatic,1,9,5.2
Hyundai,12.22,15987,Petrol,Dealer,Manual,0,4,8.63
Renault,10.43,15694,Petrol,Dealer,Manual,1,3,9.11
Mahindra,5.05,199546,Diesel,Individual,Manual,0,19,0.26
Audi,30.64,500,Diesel,Dealer,Automatic,0,3,27.31
Hyundai,7.3,175923,Petrol,Dealer,Automatic,0,14,0.85
Ford,23.06,71486,Petrol,Individual,Manual,0,8,7.4
Honda,19.0,117460,Petrol,Dealer,Manual,3,12,1.01
Hyundai,16.03,46045,Petrol,Individual,Manual,1,5,7.71
Honda,11.89,56694,Diesel,Dealer,Manual,0,5,7.69
Mahindra,19.21,83216,Diesel,Dealer,Automatic,0,10,6.61
Maruti,6.93,279405,Diesel,Dealer,Automatic,1,18,0.36
Audi,29.89,99989,Petrol,Dealer,Automatic,0,13,5.36
Renault,6.74,175864,Petrol,Individual,Manual,0,13,0.63
Honda,23.42,56584,Diesel,Dealer,Manual,1,8,8.8
Honda,18.89,73654,Petrol,Dealer,Manual,0,6,8.76
Maruti,10.21,86754,CNG,Dealer,Manual,1,10,1.79
Ford,26.46,168020,Petrol,Individual,Manual,0,16,1.5
Maruti,10.21,1741,Petrol,Dealer,Manual,0,2,11.68
Hyundai,6.24,198283,Diesel,Dealer,Manual,0,17,0.7
Maruti,5.84,49203,Petrol,Dealer,Manual,0,8,2.53
Volkswagen,19.53,89477,Petrol,Dealer,Manual,0,8,6.85
Tata,21.14,36380,Petrol,Individual,Manual,1,6,9.59
Ford,22.21,82758,Diesel,Individual,Manual,1,12,3.49
Toyota,11.43,41627,Petrol,Dealer,Automatic,0,7,5.81
Volkswagen,8.26,69347,Petrol,Individual,Manual,1,6,3.13
Tata,5.67,94684,Petrol,Individual,Manual,0,11,0.89
Volkswagen,5.05,26129,Diesel,Individual,Manual,0,5,2.86
Maruti,8.98,214661,CNG,Individual,Manual,0,14,0.62
Maruti,10.12,128064,Petrol,Dealer,Automatic,0,15,1.06
Maruti,11.84,6645,Petrol,Individual,Manual,0,2,13.11
Mahindra,11.93,64401,Diesel,Individual,Manual,3,10,1.51
Toyota,26.3,19208,Diesel,Dealer,Manual,0,3,21.88
Hyundai,11.44,238690,Petrol,Dealer,Manual,3,21,0.33
Toyota,33.14,73248,Petrol,Individual,Manual,0,8,10.3
Toyota,13.43,61377,Petrol,Individual,Automatic,0,8,4.97
Skoda,14.07,207812,Petrol,Individual,Automatic,0,15,1.11
Maruti,6.2,12116,CNG,Dealer,Manual,0,3,5.04
Hyundai,10.2,25775,Diesel,Dealer,Manual,1,5,7.26
Honda,16.64,262525,Petrol,Individual,Automatic,0,19,0.47
Hyundai,7.11,110857,Petrol,Dealer,Manual,0,15,0.81
Tata,19.17,24454,Petrol,Dealer,Manual,0,4,13.37
Maruti,4.57,38658,CNG,Dealer,Manual,1,5,2.39
Mahindra,14.21,25042,Petrol,Dealer,Automatic,0,4,10.87
Honda,9.4,121786,Petrol,Dealer,Manual,0,11,1.65
Honda,21.79,170836,CNG,Dealer,Manual,1,20,0.86
Maruti,11.36,105783,Petrol,Dealer,Manual,0,8,3.94
Hyundai,15.72,72472,Petrol,Individual,Manual,1,9,3.31
Toyota,11.8,135336,Diesel,Dealer,Manual,0,12,2.58
Tata,14.59,59292,Petrol,Individual,Manual,0,7,6.18
Maruti,11.33,213924,Petrol,Dealer,Manual,0,15,0.81
Mahindra,18.63,16065,CNG,Dealer,Manual,1,3,16.56
Hyundai,4.98,98154,Diesel,Dealer,Manual,0,13,1.17
Hyundai,5.68,17270,Diesel,Dealer,Automatic,3,3,4.37
Toyota,26.3,52324,CNG,Dealer,Manual,0,6,14.11
Toyota,7.69,16796,Diesel,Dealer,Manual,3,3,6.66
Nissan,14.89,54833,Petrol,Individual,Automatic,0,9,4.22
Honda,23.08,239534,Diesel,Dealer,Manual,0,23,1.01
Chevrolet,3.66,121899,Petrol,Dealer,Manual,0,11,0.74
Ford,19.24,65044,Petrol,Dealer,Manual,0,11,4.74
Nissan,7.18,98814,Petrol,Dealer,Manual,1,8,2.17
Chevrolet,9.15,84895,Diesel,Individual,Manual,0,11,2.03
Renault,11.27,112044,Petrol,Dealer,Automatic,0,11,2.52
Tata,17.77,95531,Diesel,Dealer,Automatic,0,12,4.78
Ford,28.05,14243,Petrol,Dealer,Manual,0,2,28.39
Tata,11.55,122386,Petrol,Individual,Automatic,1,16,0.52
Maruti,3.76,4169,Petrol,Dealer,Manual,1,2,3.45
Honda,21.98,142882,Petrol,Dealer,Manual,0,15,2.16
Tata,11.71,332616,Diesel,Dealer,Manual,0,21,0.46
Maruti,9.89,86468,CNG,Individual,Manual,1,8,2.34
Maruti,3.79,110887,Diesel,Dealer,Automatic,0,13,0.97
Maruti,5.74,87444,Diesel,Individual,Manual,0,10,1.56
Hyundai,14.4,118794,Petrol,Dealer,Automatic,1,15,0.98
Hyundai,12.38,14360,Petrol,Individual,Manual,1,3,10.07
Tata,10.08,12689,Petrol,Individual,Manual,0,3,8.67
Nissan,5.46,160045,Petrol,Dealer,Manual,1,12,0.66
Hyundai,17.92,124094,Petrol,Individual,Manual,3,9,1.81
Toyota,27.32,218636,Petrol,Individual,Manual,0,15,1.92
Maruti,6.83,91234,Petrol,Individual,Automatic,0,9,2.04
Mahindra,21.83,118250,Diesel,Dealer,Manual,1,13,2.76
Maruti,4.17,68592,Petrol,Dealer,Manual,0,6,2.22
Toyota,31.7,55679,Petrol,Individual,Manual,0,8,11.11
Nissan,10.46,47027,Diesel,Individual,Manual,0,7,5.01
Hyundai,12.37,203716,Petrol,Individual,Automatic,0,16,0.79
Hyundai,17.44,108610,Diesel,Individual,Manual,0,8,5.95
Hyundai,13.06,138413,Petrol,Dealer,Manual,0,12,2.13
Maruti,3.84,19209,Diesel,Dealer,Manual,1,4,2.73
Skoda,25.81,25569,Petrol,Dealer,Automatic,1,4,17.95
Chevrolet,13.16,85436,Petrol,Dealer,Manual,1,10,2.29
Volkswagen,11.55,183379,Petrol,Individual,Manual,0,16,0.54
Maruti,6.12,79766,CNG,Dealer,Manual,0,8,2.28
Ford,11.14,155151,Petrol,Individual,Manual,0,19,0.43
Honda,7.13,9174,Petrol,Dealer,Manual,0,3,5.81
Hyundai,17.39,17603,Diesel,Individual,Manual,0,4,14.49
Hyundai,6.94,162121,Diesel,Individual,Manual,0,19,0.41
Mahindra,19.77,172218,CNG,Dealer,Manual,0,11,3.66
Hyundai,12.06,59342,Petrol,Individual,Automatic,0,7,4.68
Hyundai,12.23,46267,CNG,Individual,Manual,0,6,5.57
Mahindra,15.75,37127,Diesel,Dealer,Automatic,3,5,7.37
